addr_val,addr_name,did_core_name0,did_core_name1,did_core_name2,did_suffix_name,append_add_num,offset_to_local,is_it_used,addr_type,1mi_x_val,1mi_rtv_val,1mi_avg_val,1mi_sdv_val,5mi_x_val,5mi_rtv_val,5mi_avg_val,5mi_sdv_val,15mi_sdv_val,15mi_avg_val,15mi_x_val
396,34号风机有功功率,风机,34,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
398,34号风机无功功率,风机,34,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
400,34号风机风速,风机,34,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
402,34号风机风向,风机,34,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
404,34号风机发电机转速,风机,34,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
406,34号风机风机状态,风机,34,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
408,35号风机有功功率,风机,35,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
410,35号风机无功功率,风机,35,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
412,35号风机风速,风机,35,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
414,35号风机风向,风机,35,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
416,35号风机发电机转速,风机,35,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
418,35号风机风机状态,风机,35,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
420,36号风机有功功率,风机,36,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
422,36号风机无功功率,风机,36,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
424,36号风机风速,风机,36,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
426,36号风机风向,风机,36,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
428,36号风机发电机转速,风机,36,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
430,36号风机风机状态,风机,36,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
432,37号风机有功功率,风机,37,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
434,37号风机无功功率,风机,37,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
436,37号风机风速,风机,37,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
438,37号风机风向,风机,37,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
440,37号风机发电机转速,风机,37,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
442,37号风机风机状态,风机,37,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
444,38号风机有功功率,风机,38,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
446,38号风机无功功率,风机,38,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
448,38号风机风速,风机,38,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
450,38号风机风向,风机,38,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
452,38号风机发电机转速,风机,38,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
454,38号风机风机状态,风机,38,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
456,39号风机有功功率,风机,39,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
458,39号风机无功功率,风机,39,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
460,39号风机风速,风机,39,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
462,39号风机风向,风机,39,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
464,39号风机发电机转速,风机,39,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
466,39号风机风机状态,风机,39,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
468,40号风机有功功率,风机,40,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
470,40号风机无功功率,风机,40,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
472,40号风机风速,风机,40,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
474,40号风机风向,风机,40,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
476,40号风机发电机转速,风机,40,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
478,40号风机风机状态,风机,40,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
480,41号风机有功功率,风机,41,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
482,41号风机无功功率,风机,41,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
484,41号风机风速,风机,41,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
486,41号风机风向,风机,41,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
488,41号风机发电机转速,风机,41,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
490,41号风机风机状态,风机,41,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
492,42号风机有功功率,风机,42,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
494,42号风机无功功率,风机,42,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
496,42号风机风速,风机,42,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
498,42号风机风向,风机,42,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
500,42号风机发电机转速,风机,42,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
502,42号风机风机状态,风机,42,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
504,43号风机有功功率,风机,43,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
506,43号风机无功功率,风机,43,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
508,43号风机风速,风机,43,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
510,43号风机风向,风机,43,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
512,43号风机发电机转速,风机,43,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
514,43号风机风机状态,风机,43,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
516,44号风机有功功率,风机,44,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
518,44号风机无功功率,风机,44,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
520,44号风机风速,风机,44,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
522,44号风机风向,风机,44,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
524,44号风机发电机转速,风机,44,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
526,44号风机风机状态,风机,44,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
528,45号风机有功功率,风机,45,有功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
530,45号风机无功功率,风机,45,无功功率,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
532,45号风机风速,风机,45,风速,,1,0,1,3,,0#167#0#1#0,0#169#0#1#0,,,,0#169#0#1#0,,,0#169#0#1#0,
534,45号风机风向,风机,45,风向,,1,0,1,3,,0#167#0#1#0,0#168#2#1#0,,,,0#168#2#1#0,,,0#168#2#1#0,
536,45号风机发电机转速,风机,45,发电机转速,,1,0,1,3,,0#167#0#1#0,,,,,,,,,
538,45号风机风机状态,风机,45,风机状态float,,1,0,1,3,0#167#0#1#0,,,,,,,,,,
